 ,Numero Gaceta,Fecha Gaceta,Fecha Medida,Tipo de Registro,Funcionario,Cargo,Contenido,Poder,Ente,Organo,Niv.1,Niv.2,Niv.3
,40126,11/03/2013,05/03/2013,Nombramiento / Designación,ALBA TERESA CAROSIO RODRIGUEZ,Miembro,,Ejecutivo,Ministerio del Poder Popular para Relaciones Interiores y Justicia,Viceministerio Del Sistema Integrado De Policia,Consejo de Igualdad y Equidad de Género,,
,40126,11/03/2013,05/03/2013,Nombramiento / Designación,DANIELLA INOJOSA AVILA,Miembro,,Ejecutivo,Ministerio del Poder Popular para Relaciones Interiores y Justicia,Viceministerio Del Sistema Integrado De Policia,,,
,40126,11/03/2013,05/03/2013,Nombramiento / Designación,MARYELITH JOSEFINA SUAREZ BOLIVAR,Representante Principal,Se designa como Representante del Ministerio Público y de la Defensoría del Pueblo ante el Consejo,Ejecutivo,Ministerio del Poder Popular para Relaciones Interiores y Justicia,Viceministerio Del Sistema Integrado De Policia,Consejo de Igualdad y Equidad de Género,,
,40126,11/03/2013,05/03/2013,Nombramiento / Designación,JESUS GERARDO PEÑA ROLANDO,Representante Suplente,Se designa como Representante del Ministerio Público y de la Defensoría del Pueblo ante el Consejo,Ejecutivo,Ministerio del Poder Popular para Relaciones Interiores y Justicia,Viceministerio Del Sistema Integrado De Policia,,,
,40123,05/03/2013,13/02/2013,Nombramiento / Designación,LAURA MARIA COLMENARES DE HERNANDEZ,Abogado Adjunto A,"Se viene desempeñando como asistente de Asuntos Legales II en la Dirección Contra las Drogas, adscrita a la Dirección General Contra la Delincuencia Organizada",Ciudadano,Ministerio Público,Vicefiscalía General de la República,Dirección General contra la Delicuencia Organizada,Dirección contra las Drogas,Nivel Nacional
,40126,11/03/2013,05/03/2013,Nombramiento / Designación,MIREIDIS JOSEFINA MARCANO DE MEJIA,Representante Principal,Se designa como Representante del Ministerio Público y de la Defensoría del Pueblo ante el Consejo.,Ejecutivo,Ministerio del Poder Popular para Relaciones Interiores y Justicia,Viceministerio Del Sistema Integrado De Policia,Consejo de Igualdad y Equidad de Género,,
,40126,11/03/2013,05/03/2013,Nombramiento / Designación,MARIA YSABEL CEDEÑO GOMEZ,Representante Suplente,Se designa como Representante del Ministerio Público y de la Defensoría del Pueblo ante el Consejo,Ejecutivo,Ministerio del Poder Popular para Relaciones Interiores y Justicia,Viceministerio Del Sistema Integrado De Policia,,,
,40123,05/03/2013,13/02/2013,Nombramiento / Designación,ROSSANA ELENA NUÑEZ AVELLANEDA,Abogado Adjunto I,,Ciudadano,Ministerio Público,Vicefiscalía General de la República,Dirección de Fiscalías Superiores,Fiscalía Superior del Área Metropolitana de Caracas,Fiscalía Municipal (4°) Cuarta con competencia territorial en las Parroquias Petare y Leoncio Martínez
,40126,11/03/2013,11/03/2013,"Normativas (Reglamentos internos, etc)",,,"Se prorroga hasta el día sabado 16 de marzo de 2013, la vigencia de la Resolución N°074 de fecha 06 de marzo de 2013, publicada en Gaceta Oficial 40124, mediante la cual se Suspende Temporalmente el permiso de Porte y Tenencia de Armas de Fuego",Ejecutivo,Ministerio del Poder Popular para Relaciones Interiores y Justicia,Despacho del Ministro,,,
,40123,05/03/2013,19/02/2013,Nombramiento / Designación,YOSELIN ALEXANDRA PERDOMO RODRIGUEZ,Abogado Adjunto V,Se viene desempeñando como Abogado Adjunto IV en la citada Dirección,Ciudadano,Ministerio Público,Vicefiscalía General de la República,Dirección General de Actuación Procesal,Dirección de Delitos Comunes,
,40126,11/03/2013,11/03/2013,"Normativas (Reglamentos internos, etc)",,,"Se prorroga hasta el día sabado 16 de marzo de 2013, la vigencia de la Resolución N°074 de fecha 06 de marzo de 2013, publicada en Gaceta Oficial 40124, mediante la cual se Suspende de manera Temporal el Porte y Tenencia de Armas de Fuego",Ejecutivo,Ministerio del Poder Popular para la Defensa,Despacho del Ministro,,,
,40123,05/03/2013,19/02/2013,Nombramiento / Designación,GINETTE AUXILIADORA HERNANDEZ MONTILLA,Abogado Adjunto IV,Se viene desempeñando como Abogado Adjunto III en la Dirección Contra la Corrupción,Ciudadano,Ministerio Público,Vicefiscalía General de la República,,,
,40123,05/03/2013,19/02/2013,Nombramiento / Designación,ZENAHIR ZORAYA APONCIO PEREZ,Abogado Adjunto III,Se viene desempeñando como Abogado Adjunto A en la citada Dirección,Ciudadano,Ministerio Público,Vicefiscalía General de la República,Dirección General de Actuación Procesal,Dirección de Delitos Comunes,
,40133,21/03/2013,14/02/2013,"Normativas (Reglamentos internos, etc)",,,"Resolución mediante la cual se ordena la publicación del Convenio de Cooperación Técnica no Reembolsable entre la República Bolivariana de Venezuela, la República de Colombia y la Corporación Andina de Fomento (CAF).",Ejecutivo,Ministerio del Poder Popular para Relaciones Exteriores,Despacho del Canciller,,,
,40126,11/03/2013,11/03/2013,Nombramiento / Designación,CARLOS EDUARDO PARILLI BLANCO,Jefe,,Ejecutivo,Ministerio del Poder Popular para la Planificación y Finanzas,Servicio Nacional Integrado de Administración Aduanera y Tributaria (SENIAT),Oficina de Auditoría Interna,,
,40123,05/03/2013,26/02/2013,Nombramiento / Designación,ANALLIVI GABRIELA JAIMES CONTRERAS,Abogado Adjunto III,Se viene desempeñando como Abogado Adjunto I en la citada Dirección,Ciudadano,Ministerio Público,Vicefiscalía General de la República,Dirección General de Actuación Procesal,Dirección de Asesoría Técnico Científica e Investigaciones,
,40129,14/03/2013,14/03/2013,Nombramiento / Designación,LIDICE ALTUVE MORENO,Director General,,Ejecutivo,Vicepresidencia de la República,,,,
,40123,05/03/2013,26/02/2013,Nombramiento / Designación,NOLBER ISAAC BRICEÑO BANQUEZ,Abogado Adjunto I,Se viene desempeñando como Asistente de Asuntos Legales III en la citada Dirección,Ciudadano,Ministerio Público,Vicefiscalía General de la República,,,
,40133,21/03/2013,14/02/2013,"Normativas (Reglamentos internos, etc)",,,"Se ordena la publicación del primer protocolo modificatorio del acuerdo de comercio de los pueblos para la complementariedad económica, productiva entre el Gobierno de la República de Venezuela y el Estado plurinacional de Bolivia, a partir del 24 de agosto de 2012",Ejecutivo,Ministerio del Poder Popular para Relaciones Exteriores,Despacho del Canciller,,,
,40129,14/03/2013,14/03/2013,Nombramiento / Designación,ALEXANDER GREGORIO REYES FORNERINO,Director General,,Ejecutivo,Vicepresidencia de la República,,,,
,40133,21/03/2013,18/02/2013,"Normativas (Reglamentos internos, etc)",,,Se ordena la publicación del acuerdo administrativo para la aplicación del convenio de seguridad social entre el gobierno de la República de Venezuela y el Gobierno de la República del Ecuador.,Ejecutivo,Ministerio del Poder Popular para Relaciones Exteriores,Despacho del Canciller,,,
,40129,14/03/2013,14/03/2013,Nombramiento / Designación,CARLOS JOSE GUZMAN GOMEZ,Director General,,Ejecutivo,Vicepresidencia de la República,,,,
,40126,11/03/2013,20/08/2013,Creación/Conformación,,,Se crea la Constructora IPSFA C.A,Ejecutivo,Ministerio del Poder Popular para la Defensa,IPSFA: Instituto de Previsión Social de las Fuerzas Armadas Nacionales,Consejo Directivo,Empresas Filiales,Constructora IPSFA C.A.
,40129,14/03/2013,14/03/2013,Nombramiento / Designación,YAMBRADI ALICE PIÑANGO RAMIREZ,Director General,,Ejecutivo,Vicepresidencia de la República,,,,
,40129,14/03/2013,14/03/2013,Nombramiento / Designación,LUZMILA DEL CARMEN ABREU,Director General,,Ejecutivo,Vicepresidencia de la República,,,,
,40126,11/03/2013,20/08/2013,Nombramiento / Designación,ALEXANDER CORNELIO HERNANDEZ QUINTANA,Presidente,,Ejecutivo,Ministerio del Poder Popular para la Defensa,IPSFA: Instituto de Previsión Social de las Fuerzas Armadas Nacionales,Consejo Directivo,,
,40126,11/03/2013,20/08/2013,Nombramiento / Designación,EADWEENGTH JOSE ORDOÑEZ GUEVARA,Director Gerente,,Ejecutivo,Ministerio del Poder Popular para la Defensa,IPSFA: Instituto de Previsión Social de las Fuerzas Armadas Nacionales,Consejo Directivo,Empresas Filiales,Constructora IPSFA C.A.
,40126,11/03/2013,20/08/2013,Nombramiento / Designación,WILLIAN JOSE SANTAELLA SANTAMARIA,Director Administrativo,,Ejecutivo,Ministerio del Poder Popular para la Defensa,IPSFA: Instituto de Previsión Social de las Fuerzas Armadas Nacionales,Consejo Directivo,,
,40126,11/03/2013,20/08/2013,Nombramiento / Designación,MIGUEL ANTONIO TREJO ACOSTA,Director Suplente,,Ejecutivo,Ministerio del Poder Popular para la Defensa,IPSFA: Instituto de Previsión Social de las Fuerzas Armadas Nacionales,Consejo Directivo,Empresas Filiales,Constructora IPSFA C.A.
,40126,11/03/2013,20/08/2013,Nombramiento / Designación,JAVIER JOSE PEREZ ORTIZ,Director Suplente,,Ejecutivo,Ministerio del Poder Popular para la Defensa,IPSFA: Instituto de Previsión Social de las Fuerzas Armadas Nacionales,Consejo Directivo,,
,40126,11/03/2013,20/08/2013,Nombramiento / Designación,ARISTIDES SEGUNDO RONDON SILVA,Director Suplente,,Ejecutivo,Ministerio del Poder Popular para la Defensa,IPSFA: Instituto de Previsión Social de las Fuerzas Armadas Nacionales,Consejo Directivo,Empresas Filiales,Constructora IPSFA C.A.
,40126,11/03/2013,20/08/2013,Nombramiento / Designación,ARMANDO GASPAR ARANCIBIA GARCIA,Comisario,,Ejecutivo,Ministerio del Poder Popular para la Defensa,IPSFA: Instituto de Previsión Social de las Fuerzas Armadas Nacionales,Consejo Directivo,,
,40133,21/03/2013,19/03/2013,Presupuesto,,,"Se aprueba el presupuesto de ingresos y gastos 2013. Personal fijo: 55, personal contratado: 64, total: 119.",Ejecutivo,Ministerio del Poder Popular para las Industrias,"Compañía Nacional de las Industrias Básicas, C.A. (CONIBA)","Empresa de Producción Social de Tubos Sin Costura, C.A.",,
,40129,14/03/2013,14/03/2013,Delegación de Firmas/Atribuciones,LIDICE ALTUVE MORENO,Director General,"Se le delega las atribuciones y la firma de actos y documentos correspondientes a: 1. Autorizar las modificaciones presupuestarias por fuentes de financiamiento de la Vicepresidencia, a que refiere el artículo 86 del Reglamento Nº 1 de la Ley Orgánica de la Administración Financiera del Sector Público sobre el Sistema Presupuestario, 2. Autorizar las modificaciones presupuestarias que requieran los entes descentralizados funcionalmente sin fines empresariales adscritos a la Vicepresidencia de la República, que impliquen traspasos, incrementos o disminuciones de hasta el 20% y mayores al 10% en los presupuestos indicados en el artículo 104 del Reglamento Nº 1 de la Ley Orgánica de la Administración Financiera del Sector Público, sobre el Sistema Presupuestario, 3. Autorizar la tramitación de las modificaciones presupuestarias de las sociedades mercantiles y los entes descentralizados con fines empresariales adscritos a la Vicepresidencia de la República, de acuerdo a las instrucciones emanadas de la Oficina Nacional de Presupuesto, en los supuestos previstos en el artículo 113 del Reglamento Nº 2 de la Ley Orgánica de la Administración Financiera del Sector Público sobre el Sistema Presupuestario, 4. Autorizar las solicitudes de trámites, por vía de excepción, de los traspasos presupuestarios externos para la aprobación del órgano competente, entre otros.",Ejecutivo,Vicepresidencia de la República,,,,
,40133,21/03/2013,19/03/2013,Presupuesto,,,"Se aprueba el presupuesto de ingresos y gastos 2013. Personal fijo: 23, Personal contratado: 1, Total: 24.",Ejecutivo,Ministerio del Poder Popular para las Industrias,Corporación de Industrias Intermedias de Venezuela S.A (CORPIVENSA),"Empresa de Producción Social de Pulpa y Papel, C.A. (PULPACA)",,
,40133,21/03/2013,28/02/2013,"Normativas (Reglamentos internos, etc)",,,"Aprobar la designación de MERCOSUR CASA de BOLSA, C.A., como representante común definitivo de los tenedores de obligaciones totalmente garantizadas al portador hasta por Bs. 70.000.000,00, emitidas por Suelopetrol Exploration & Production, C.A.",Ejecutivo,Ministerio del Poder Popular para la Planificación y Finanzas,Superintendencia Nacional de Valores (SNV),,,
,40129,14/03/2013,14/03/2013,Delegación de Firmas/Atribuciones,LUZMILA DEL CARMEN ABREU,Director General,"Se le delega las atribuciones y firma de los actos y documentos correspondientes a: 1. Ordenar los compromisos y pagos con cargo al Presupuesto de la Vicepresidencia, 2. Adquirir, pagar, custodiar, registrar y suministrar los bienes, así como otorgar los contratos relacionados con los asuntos propios de la Vicepresidencia, 3. Dirigir actividades relativas a los servicios de mantenimiento y transporte, 4. Suscribir las órdenes de pago emitidas con cargo al Tesoro Nacional, 5. Otorgar la adjudicación en los procesos de contratación para la adquisición de bienes, prestación de servicios y contratación de obras, entre otros.",Ejecutivo,Vicepresidencia de la República,,,,
,40126,11/03/2013,11/03/2013,Nombramiento / Designación,SIMON JOSE COLMENAREZ POLANCO,Gerente de Mercadeo y Comercialización,,Ejecutivo,Ministerio del Poder Popular para el Transporte Terrestre,Instituto Ferrocarriles del Estado (IFE).,Presidencia,Gerencia General de Operaciones,
,40126,11/03/2013,08/03/2013,Nombramiento / Designación,MANUEL ENRIQUE GALINDO BALLESTEROS,Viceprocurador General,,Ejecutivo,Procuraduría General de la República,Viceprocuraduria General,,,
,40126,11/03/2013,06/03/2013,Nombramiento / Designación,FRANCISCO JOSE GUEVARA RODRIGUEZ,Director,,Judicial,Tribunal Supremo de Justicia (TSJ),Sala Plena,Dirección Ejecutiva de la Magistratura (DEM),Oficina de Desarrollo Informático,
,40126,11/03/2013,01/03/2013,Nombramiento / Designación,MARY SOLIANI MENESES,Jefe,,Judicial,Tribunal Supremo de Justicia (TSJ),Sala Plena,Dirección Ejecutiva de la Magistratura (DEM),Dirección General de Administración y Finanzas,Dirección de Compras y Contrataciones
,40129,14/03/2013,20/02/2013,Nombramiento / Designación,MERARI DEL VALLE GAGO APONTE,Miembro Principal,,Ejecutivo,Ministerio del Poder Popular del Despacho de la Presidencia y Seguimiento de la Gestión de Gobierno,Fundación Pro-Patria 2000,Comisiones/Comités,,
,40129,14/03/2013,20/02/2013,Nombramiento / Designación,MARIA ROSANA CAMPOS DIAZ,Miembro Suplente,,Ejecutivo,Ministerio del Poder Popular del Despacho de la Presidencia y Seguimiento de la Gestión de Gobierno,Fundación Pro-Patria 2000,Comisiones/Comités,,
,40129,14/03/2013,20/02/2013,Nombramiento / Designación,HERNAN EDUARDO ZAMORA LUDOVIC,Miembro Principal,,Ejecutivo,Ministerio del Poder Popular del Despacho de la Presidencia y Seguimiento de la Gestión de Gobierno,Fundación Pro-Patria 2000,Comisiones/Comités,,
,40129,14/03/2013,20/02/2013,Nombramiento / Designación,AMERICA DEL VALLE LOPEZ ARZOLAY,Miembro Suplente,,Ejecutivo,Ministerio del Poder Popular del Despacho de la Presidencia y Seguimiento de la Gestión de Gobierno,Fundación Pro-Patria 2000,Comisiones/Comités,,
,40129,14/03/2013,20/02/2013,Nombramiento / Designación,JAMILETH DENISSE SALCEDO,Miembro Principal,,Ejecutivo,Ministerio del Poder Popular del Despacho de la Presidencia y Seguimiento de la Gestión de Gobierno,Fundación Pro-Patria 2000,Comisiones/Comités,,
,40129,14/03/2013,20/02/2013,Nombramiento / Designación,PASTOR ALEXANDER RANGEL CASTILLO,Miembro Suplente,,Ejecutivo,Ministerio del Poder Popular del Despacho de la Presidencia y Seguimiento de la Gestión de Gobierno,Fundación Pro-Patria 2000,Comisiones/Comités,,
,40126,11/03/2013,27/02/2013,Nombramiento / Designación,NANCY LISBETH ORTIZ AGUIRRE,Fiscal Auxiliar,En sustitución de la ciudadana Abogada Eithmar Dib Núñez,Ciudadano,Ministerio Público,Vicefiscalía General de la República,Dirección General de Actuación Procesal,Dirección de Delitos Comunes,Circunscripción Judicial del Área Metropolitana de Caracas
,40129,14/03/2013,20/02/2013,Nombramiento / Designación,FLORENTINO RODRIGUEZ,Miembro Principal,,Ejecutivo,Ministerio del Poder Popular del Despacho de la Presidencia y Seguimiento de la Gestión de Gobierno,Fundación Pro-Patria 2000,Comisiones/Comités,,
,40129,14/03/2013,20/02/2013,Nombramiento / Designación,WILHARMYS YAMILYS DE LA TRINIDAD PEREZ ARTEAGA,Miembro Suplente,,Ejecutivo,Ministerio del Poder Popular del Despacho de la Presidencia y Seguimiento de la Gestión de Gobierno,Fundación Pro-Patria 2000,Comisiones/Comités,,
,40129,14/03/2013,20/02/2013,Nombramiento / Designación,ADOLFO JESUS SUAREZ ALVAREZ,Miembro Principal,,Ejecutivo,Ministerio del Poder Popular del Despacho de la Presidencia y Seguimiento de la Gestión de Gobierno,Fundación Pro-Patria 2000,Comisiones/Comités,,
,40129,14/03/2013,20/02/2013,Nombramiento / Designación,TATIANA PAOLA CASTRO DE BUITRAGO,Miembro Suplente,,Ejecutivo,Ministerio del Poder Popular del Despacho de la Presidencia y Seguimiento de la Gestión de Gobierno,Fundación Pro-Patria 2000,Comisiones/Comités,,
,40129,14/03/2013,20/02/2013,Nombramiento / Designación,SEBMAR GIOAN SAVOCA RODRIGUEZ,Secretario,,Ejecutivo,Ministerio del Poder Popular del Despacho de la Presidencia y Seguimiento de la Gestión de Gobierno,Fundación Pro-Patria 2000,Comisiones/Comités,,
,40129,14/03/2013,06/02/2013,Nombramiento / Designación,JOHANNA PIÑERO MARIN,Gerente,,Ejecutivo,Ministerio del Poder Popular del Despacho de la Presidencia y Seguimiento de la Gestión de Gobierno,Instituto Nacional de Estadística (INE),Gerencia General,Gerencia General de Estadísticas Económicas,Gerencia de Estadísticas del Sector Primario
,40129,14/03/2013,14/03/2013,Nombramiento / Designación,LISSETTE DE LOS ANGELES SANCHEZ RINCON,Auditor Interno,"Se le delega la firma de los actos y documentos correspondientes a: 1. Remisión de información y documentación, 2. Acuses de recibo de comunicaciones de particulares y entes oficiales y, 3. Certificación de documentos en el área de su competencia.",Ejecutivo,Ministerio del Poder Popular para la Planificación y Finanzas,Superintendencia de Bancos y Otras Instituciones Financieras (SUDEBAN),,,
